,PC1,PC2,PC3,PC4,PC5,PC6,Max angle,Sample
248,13.695253,7.7780275,-0.2888877,2.8373058,6.610616,11.478131,98.0,22
249,13.580681,6.6276245,0.9106197,1.9967172,7.213779,11.205252,112.0,22
250,13.9057045,7.2718306,0.5119702,2.9475777,6.7196355,11.890527,116.0,22
251,15.551894,5.7889504,-0.045786224,2.5468178,6.8625445,9.6960945,102.0,22
252,13.403168,7.362988,0.40719303,2.234046,6.9156346,11.483054,108.0,22
253,14.810022,5.6013618,0.4084967,2.2550116,7.317144,10.156629,116.0,22
254,14.410487,5.6070256,0.20603986,2.0403357,7.732774,11.326459,113.0,22
255,13.54815,5.913527,0.26241547,2.5028708,7.5551176,11.155267,102.0,22
256,13.536197,7.1887193,0.1701528,2.9468918,6.8787217,11.298335,105.0,22
257,14.840361,5.337166,0.17891008,2.06995,7.3738823,10.032989,97.0,22
258,15.961046,5.1621103,-0.18203156,2.0419042,6.592535,10.519853,90.0,22
259,14.66427,5.360549,-0.23618361,1.8554258,7.7580857,10.998445,99.0,22
260,15.054446,5.2689886,0.5179639,2.4586756,7.433066,11.126046,135.0,22
261,15.616965,5.460242,-0.118826136,2.38276,7.114995,9.7717,101.0,22
262,13.598972,8.0020485,-0.16107972,2.6498716,6.475729,10.958648,104.0,22
263,13.606888,7.590401,0.040198077,2.5823445,6.808527,10.979074,104.0,23
264,14.974791,5.570766,0.6908926,2.8126302,7.2295055,11.076041,129.0,23
265,14.207644,7.7312303,-0.41960952,3.3679264,6.4576883,11.590885,104.0,23
266,14.908268,5.2248673,0.35402602,2.3721826,7.404074,10.395479,115.0,23
267,14.5125675,5.5385056,0.06435283,2.1269286,7.761726,11.081429,112.0,23
268,13.76524,7.3664594,0.6585545,2.3474455,6.9334517,11.32563,112.0,23
269,13.938705,6.8209434,0.7955735,3.0680943,6.876963,11.567067,119.0,23
270,14.19427,6.052315,0.21882951,2.5838737,7.3716803,11.900608,114.0,23
271,14.814535,5.9609513,1.0643865,3.0819988,6.966179,11.465705,142.0,23
272,14.834219,5.655819,1.1283017,2.795439,7.185416,11.398648,142.0,23
273,15.00429,5.349055,0.36950284,2.08695,7.59787,10.661911,118.0,23
274,15.194525,5.2043557,-0.0031608474,2.0270567,7.4047356,10.2323885,102.0,23
275,13.663052,7.8124256,0.1406291,2.3115194,6.712191,10.965965,104.0,23
276,13.660214,5.8391104,0.13882385,2.2091315,7.6581836,11.492356,104.0,23
277,15.290879,5.2802873,-0.08237728,2.2576425,7.4167314,10.079957,105.0,23
278,14.104104,7.4084063,0.66200304,3.1180696,6.5783844,11.496503,118.0,23
279,14.649684,5.1843896,0.3035571,2.0373158,7.6537204,10.710332,112.0,24
280,16.192848,5.104391,-0.28794098,1.9327993,6.3019133,10.585192,120.0,24
281,16.075153,5.0578227,-0.21403338,2.0838392,6.564858,10.491152,126.0,24
282,14.928388,5.373349,0.4398649,2.2517855,7.410651,10.44399,119.0,24
283,15.025714,5.8340697,0.95060664,2.9525197,6.996949,11.154451,143.0,24
284,15.552015,5.3303194,-0.08779265,2.196165,7.1974325,9.767297,104.0,24
285,15.575998,5.3451986,-0.027920125,2.278733,7.1716604,9.81887,120.0,24
286,16.120087,5.079592,-0.32461005,2.0235362,6.377676,10.82375,119.0,24
287,13.323474,7.249645,0.21766607,2.324054,6.793374,10.017618,94.0,24
288,15.354391,5.820923,0.13724291,2.4278688,6.906726,9.60518,104.0,24
289,14.8820305,5.7378993,1.0496559,2.650815,7.11544,11.292265,136.0,24
290,14.025771,8.152472,1.0121328,2.332913,6.156358,9.593569,111.0,24
291,14.812198,5.566679,0.36486417,2.794409,7.3893185,11.280287,121.0,24
292,15.34047,5.5772176,0.26064524,2.5741923,7.0878906,10.062682,122.0,24
293,15.528123,5.6851025,0.08235663,2.557861,6.9491034,9.804524,126.0,24
294,14.29065,8.847484,1.6747434,2.5695677,5.5161195,8.365848,123.0,24
295,13.7356,6.233047,0.56784254,2.1755872,6.1973114,7.3754926,90.0,25
296,2.288613,5.2761064,8.025552,4.6399655,2.28163,0.2672308,85.0,25
297,13.932967,8.352554,0.052261434,1.7043483,5.4968,6.7277575,90.0,25
298,14.022731,7.2560215,0.9477854,2.1151643,5.975331,7.788647,105.0,25
299,13.707224,6.9004054,0.7066054,2.2406147,5.973588,7.062304,90.0,25
300,14.114064,10.694696,0.015095124,1.6324008,4.7341137,5.3979754,90.0,25
301,14.778063,8.964471,0.3645787,0.7116852,5.622492,7.0322433,99.0,25
302,14.494024,9.8588,-0.09129702,1.2058771,5.0846167,5.93624,90.0,25
303,14.446808,8.065335,0.7851408,1.1021658,5.9497967,7.7799597,109.0,25
304,14.282949,8.25983,-0.27151132,0.5597456,5.7704563,6.781406,71.0,25
305,15.963994,5.27163,0.013088896,1.9577836,6.0752406,10.348477,104.0,25
306,14.472618,8.954294,-0.37336242,0.6780728,5.4416275,6.5674267,86.0,25
307,13.898037,6.637828,0.066870034,1.5178792,6.317158,7.628753,90.0,25
308,14.757836,6.2431507,1.0234412,2.1384246,6.640798,8.941307,122.0,26
309,14.307724,5.637552,1.9107665,2.8744597,6.4772058,8.679659,122.0,26
310,14.232522,7.997125,-0.17786323,1.3615303,5.9143267,7.1350117,90.0,26
311,13.911431,7.500904,1.250379,2.6860044,5.802158,7.221007,99.0,26
312,13.914901,8.175253,-0.13349454,1.3069303,5.5936337,7.007982,93.0,26
313,14.673706,7.680478,1.3683181,1.3912513,6.0296383,7.393997,99.0,26
314,14.494138,8.974606,-0.31104907,0.49588355,5.5758047,6.943164,90.0,26
315,14.634828,9.748869,-0.56276834,0.29682034,5.2170024,6.371458,90.0,26
316,2.752209,4.9996505,8.244633,4.1812735,2.874286,0.42034617,90.0,26
317,14.093228,7.4043775,1.3632994,2.34746,5.8806467,7.2646823,100.0,26
318,13.455928,10.602652,0.29928556,2.5071304,4.6148796,5.5548663,90.0,26
319,13.885347,5.658011,1.0750718,2.5433943,6.341872,7.838128,99.0,26
320,13.764025,7.989673,0.19248126,1.7789391,5.5481763,7.318175,97.0,26
321,14.22052,7.1398764,-0.2552036,1.4053012,6.131421,7.380398,90.0,26
322,14.3531685,8.663854,-0.28522325,1.011801,5.6281033,6.806451,90.0,26
323,14.373149,9.455228,1.005174,2.133894,5.276302,6.7956624,98.0,27
324,13.962385,6.255216,1.382263,2.511918,6.2627964,7.574105,97.0,27
325,14.135255,5.3209057,1.1594446,2.5355566,6.498654,8.1787,96.0,27
326,14.694936,9.051084,0.17941329,0.71288407,5.5853543,7.2589407,99.0,27
327,14.30355,5.910273,2.0996556,3.0722,6.436833,9.108949,137.0,27
328,13.707355,7.7866144,0.84337956,2.6922035,5.6915345,7.3296103,101.0,27
329,14.444654,9.3708,0.967275,1.967015,5.2725377,6.110718,90.0,27
330,14.229012,6.9181957,0.20998718,1.0675226,6.2706842,7.4410043,90.0,27
331,14.491919,10.239185,-0.34968686,0.9117534,5.181859,6.258596,90.0,27
332,14.561466,9.086953,-0.37699857,0.49219957,5.4637775,6.441207,85.0,27
333,13.963573,5.813879,1.3204089,2.7235248,6.2646646,7.6767592,99.0,27
334,13.736987,6.840166,0.64442873,2.3225288,6.244421,8.017945,98.0,27
335,14.222411,8.490726,-0.39457598,0.4989948,5.748666,7.1691732,90.0,27
