,PC1,PC2,PC3,PC4,PC5,PC6,Max angle,Sample
336,14.298527,10.411474,-0.22529525,0.836588,4.9674706,5.7386255,73.0,27
337,14.123541,5.863007,1.7539506,2.9814186,6.3011475,8.432369,118.0,27
338,14.495186,6.6870255,1.862991,2.1465814,6.482409,8.602625,112.0,27
339,13.871384,5.779367,0.8949012,2.4070063,6.327226,7.561536,90.0,28
340,14.057876,5.552529,1.5896505,2.5430844,6.4624176,8.048369,95.0,28
341,2.4570332,5.6633635,7.6859655,5.2830977,2.0750685,0.6034193,63.0,28
342,13.871594,6.095557,0.9165263,2.26269,6.3560395,7.479712,90.0,28
343,13.860317,6.7155514,1.024132,2.1982594,6.079044,7.06301,90.0,28
344,14.494632,8.8051815,-0.19260198,0.50161874,5.7227306,7.1989493,93.0,28
345,14.653698,9.403039,-0.437138,0.1536589,5.453925,6.601414,90.0,28
346,13.97365,7.872939,-0.0545326,0.81828606,6.001456,7.433176,90.0,28
347,13.6797285,6.9784975,0.16027872,1.7126923,6.0107737,7.2121673,90.0,28
348,2.4934857,5.3569393,7.787405,4.662952,2.2594194,0.31502607,87.0,28
349,14.550149,9.260895,-0.4947827,0.28117338,5.491978,6.8233747,90.0,28
350,14.551956,9.699287,-0.63339233,0.20877431,5.259468,6.502762,90.0,28
351,13.815902,10.600959,-0.08645042,1.9528599,4.730319,5.559915,90.0,28
352,14.60222,9.630567,-0.59909815,0.12935124,5.3194065,6.4649997,85.0,28
353,14.463908,9.223716,-0.67319274,0.45727584,5.457141,6.467637,70.0,28
354,14.618672,6.7312355,0.65694535,2.5551403,6.648425,9.53619,110.0,28
355,14.671727,6.286141,0.5027315,1.997018,6.6539054,8.801361,105.0,29
356,13.758272,8.625696,-0.43280572,1.4526327,5.545182,7.482648,93.0,29
357,13.742505,8.18458,-0.43268332,1.3609985,5.961219,8.0405,90.0,29
358,13.868636,9.12987,-0.6514908,1.0500576,5.542388,7.4532676,90.0,29
359,14.119091,6.2274966,-0.03921925,1.4574652,7.2405186,9.761617,90.0,29
360,13.830109,8.454715,0.15276588,1.4576203,6.195982,9.602607,104.0,29
361,14.283507,7.346096,1.8808271,2.2665668,6.303587,10.378913,136.0,29
362,13.78061,6.4586167,0.5421683,1.6118788,6.384645,7.573202,90.0,29
363,14.237996,8.518544,0.2430349,2.915147,5.927509,10.070576,108.0,29
364,14.751199,9.292476,-0.05757451,0.62981385,5.40021,7.10014,102.0,29
365,14.078384,8.819946,0.02779006,1.2712444,5.7673264,7.8531065,97.0,29
366,13.648478,7.1376386,-0.122884564,1.5861579,6.2744627,8.020268,90.0,29
367,13.742003,8.731436,-0.5331881,1.2371662,5.652954,7.611902,90.0,29
368,14.382217,6.2521963,1.9697626,2.9172277,6.5091715,10.017932,146.0,29
369,13.781036,7.0284305,-0.18428741,1.3885102,6.231828,7.5790095,90.0,29
370,13.482554,7.7570763,0.43669224,2.0467408,6.3545413,9.364593,102.0,29
371,13.630002,6.5382285,1.1144143,2.597782,6.4845886,8.528408,102.0,30
372,13.663258,8.433041,0.29424077,2.1125512,5.881158,8.473121,98.0,30
373,13.785294,6.5532722,1.4954273,2.7034855,6.522411,8.75883,107.0,30
374,13.986999,8.217123,1.2330974,2.2477865,6.059495,9.716902,115.0,30
375,13.479469,6.4993277,0.72598386,2.0167415,7.101751,10.190271,108.0,30
376,14.158131,7.6520705,1.7191176,2.2479348,6.256937,9.874244,118.0,30
377,14.555884,6.046966,1.4521184,2.5821192,6.9997826,11.27172,138.0,30
378,13.745114,7.9686575,0.6896897,1.6656988,6.3661594,10.231411,111.0,30
379,14.103335,6.224683,1.6889838,2.8933353,6.7381983,10.062906,126.0,30
380,13.546399,6.421228,1.1368148,2.448431,7.074156,10.530608,112.0,30
381,13.868368,7.970847,1.2152785,1.8885193,6.309523,9.908526,112.0,30
382,13.282249,7.6016946,0.43339595,2.2489107,6.5352206,9.974778,103.0,30
383,13.672606,8.131982,0.110705934,1.6053716,6.022394,8.542707,98.0,30
384,14.188116,5.9922304,1.9518011,2.996876,6.48536,9.255684,126.0,30
385,13.839602,5.582679,1.0762218,2.5562725,7.1350417,9.981735,112.0,30
386,13.360534,7.4002905,-0.28235996,2.1701908,6.842165,10.338287,90.0,30
387,13.433626,7.592399,0.04236639,2.3223057,6.8262243,11.346666,104.0,31
388,14.4965315,5.5581083,0.22393775,1.9130378,7.7726626,11.20229,112.0,31
389,13.364936,5.744536,0.25139287,2.0543463,7.636106,11.162274,101.0,31
390,13.732398,5.3559127,0.6326651,2.4300168,7.5505314,10.92691,112.0,31
391,13.9153,5.637349,1.1023266,2.652824,7.218058,10.456418,118.0,31
392,14.167303,7.1017194,1.4143667,2.967951,6.5524116,11.142293,130.0,31
393,14.203996,6.25409,0.14772727,2.131149,7.359186,10.319725,105.0,31
394,13.567394,6.9786263,1.0180929,2.2843406,6.9798985,11.10577,112.0,31
395,13.309044,7.685639,-0.17816696,2.2859573,6.6433,10.284643,90.0,31
396,13.638285,7.8925867,-0.26791927,2.581203,6.5864897,11.353342,101.0,31
397,13.936097,6.2906613,1.0180289,2.4921513,7.230443,11.45638,117.0,31
398,13.387705,7.411978,-0.1655549,2.0193343,6.739488,9.952893,93.0,31
399,13.5293255,6.2731724,0.46656558,2.0725667,7.464551,11.40338,109.0,31
400,13.235715,7.076805,0.43359372,2.2482708,6.98276,10.891246,105.0,31
401,13.581791,7.394153,0.4065534,2.290301,6.853438,10.468842,104.0,31
402,13.51086,6.9799457,0.54290545,2.362946,7.074673,11.768956,112.0,31
403,13.776558,6.084812,0.65767366,2.8510723,7.2602873,11.452592,115.0,32
404,14.335578,5.7380123,0.08950516,2.2631907,7.7378216,11.41103,111.0,32
405,14.222542,6.9376354,0.7456008,2.8702562,6.890308,11.733562,121.0,32
406,13.459506,7.4454618,0.17901763,2.6593583,6.833477,11.583982,107.0,32
407,13.98791,5.997904,0.23561612,1.8862077,7.6554675,10.914444,105.0,32
408,14.025933,6.6989465,0.7470497,3.2189715,6.893199,11.511625,119.0,32
409,13.753703,6.1162443,-0.052386694,2.4696999,7.526064,11.695229,105.0,32
410,13.560115,8.001917,-0.36195642,2.5382452,6.4949646,10.948754,95.0,32
411,14.572497,6.3298254,0.1369002,2.8777313,7.2511125,10.775199,112.0,32
412,14.116871,6.0703487,0.3557266,1.8132546,7.393471,10.238387,108.0,32
413,14.366498,6.1284957,0.07617657,2.4709475,7.579075,11.2483425,110.0,32
414,13.4630785,6.20715,0.17821848,2.1248097,7.5016465,11.605397,104.0,32
415,13.481691,7.1651597,-0.13750085,2.551044,7.0289636,11.514002,101.0,32
416,13.3578005,7.766304,0.061598714,2.6233408,6.6645393,11.276025,104.0,32
417,13.824395,7.347945,0.09485562,2.4015393,6.9873743,10.888838,104.0,32
418,15.938316,5.2740297,-0.18380234,2.2163115,6.678862,10.253719,115.0,32
419,15.062548,5.2969227,-0.10654466,2.478195,7.488647,10.866118,104.0,33
420,15.732352,5.351177,-0.22447713,2.3550088,7.1204424,9.945135,116.0,33
421,14.622377,5.901329,-0.15388797,2.268303,7.6994314,11.421659,111.0,33
422,14.931594,5.293253,-0.2792616,2.4420018,7.6043296,11.198941,106.0,33
423,15.438423,5.314629,-0.072868764,2.3674054,7.3590055,10.1808195,119.0,33
424,15.1124325,5.6048346,-0.19850326,2.7928722,7.3595004,11.3012295,122.0,33
425,14.079113,6.539698,-0.4241441,2.8701954,7.184725,12.21333,104.0,33
426,14.872159,6.2476335,-0.13188095,3.137643,7.1199327,11.240556,112.0,33
427,15.915967,5.271486,-0.29522476,2.1398282,6.5038815,10.901325,104.0,33
428,14.468973,7.044378,-0.42163512,3.0498579,6.8475294,12.01386,112.0,33
429,14.443374,7.0774236,-0.73856574,3.2549007,6.807177,12.090132,102.0,33
430,14.258549,6.526502,-0.23091766,3.1246405,7.0849543,12.257558,119.0,33
431,14.149075,6.8221602,-0.33817777,3.2055254,6.979022,12.136151,109.0,33
432,14.082772,6.602364,-0.25196847,2.9968872,7.118205,12.245326,111.0,33
433,14.390324,6.740997,-0.6781516,3.1980932,6.993308,12.04325,98.0,33
434,14.244074,7.4212017,-0.19023047,3.4759634,6.6195164,11.540681,106.0,33
435,14.739759,7.878256,-0.47049078,3.608652,6.1728806,11.400753,102.0,34
436,14.710692,6.7960005,0.35934848,3.410326,6.743235,11.822332,125.0,34
437,14.028029,7.0116053,-0.13056345,3.1823182,6.938947,11.468632,104.0,34
438,14.487927,6.86258,0.3292251,3.4317641,6.8155293,11.239062,116.0,34
439,14.210188,7.3531084,-0.36276957,3.337883,6.709691,11.634491,104.0,34
440,14.236275,6.099998,0.5233094,2.8011434,7.2880054,11.890777,119.0,34
441,13.408794,7.36711,0.6412863,2.9005427,6.6902575,10.836288,108.0,34
442,14.738453,7.0199723,0.02138568,3.4020247,6.698046,10.964433,108.0,34
443,15.074809,6.178721,0.82111454,3.2403498,6.792509,11.138504,180.0,34
444,14.471512,7.2498693,-0.21432789,3.2818687,6.6991305,11.297782,105.0,34
445,15.757179,5.6475263,-0.18474868,2.2043734,6.2902055,11.108037,120.0,34
446,14.760779,7.185218,0.00733682,3.6115525,6.5472717,11.3377075,116.0,34
447,14.90791,6.7147613,0.2699554,3.5411403,6.683738,11.823312,133.0,34
448,13.813853,6.679051,-0.15413372,2.8788157,7.1583796,12.087533,108.0,34
449,15.018527,6.0123405,0.7117059,3.2007806,6.9689794,11.480653,143.0,34
450,15.331938,6.1461096,-0.15411519,3.1583855,6.9163184,10.966429,123.0,34
451,15.210659,6.670412,-0.0991087,3.3947594,6.6685686,10.987607,118.0,35
452,14.560769,6.7197757,-0.11134132,3.3226302,6.959951,11.550951,112.0,35
453,14.522077,7.0891256,0.5200234,3.476003,6.6098094,11.156864,119.0,35
454,15.473771,6.0574703,-0.10714546,2.9488428,6.878448,10.339061,118.0,35
455,14.595488,7.5266414,-0.4369027,3.6207707,6.442017,11.599686,108.0,35
456,15.0337305,7.4171047,-0.1674282,3.8191118,6.2716055,11.728294,125.0,35
457,15.069589,7.5507007,-0.13614866,3.7982981,6.1730556,11.41316,124.0,35
458,15.860536,5.5402255,-0.21356371,2.3578026,6.417692,11.013761,139.0,35
459,14.547363,7.072735,0.27062652,3.1700575,6.746659,10.699639,112.0,35
460,15.545164,5.8896074,-0.05538249,2.7585423,6.8889384,10.037132,122.0,35
461,15.8557,6.7564354,-0.38736233,3.424826,6.2424374,10.724858,135.0,35
462,14.918455,6.3019533,-0.3637678,3.1325824,7.0969944,11.538517,110.0,35
463,14.851158,5.636964,0.7874729,2.8559449,7.2331333,11.39804,131.0,35
464,15.257377,6.3610225,0.20516281,3.2063987,6.7503357,10.708201,133.0,35
465,14.501347,6.9366536,0.21068245,3.597003,6.7165184,11.627855,116.0,35
466,2.5522707,4.8290906,8.612792,4.1575193,2.9377897,0.5699513,118.0,35
467,2.8144212,5.1770005,8.207989,4.97355,2.0956244,0.848456,60.0,36
468,2.538414,5.0454063,8.171439,4.4265,2.3969998,0.3426156,90.0,36
469,2.524088,5.112052,9.240876,4.492498,3.6231673,1.0758152,90.0,36
470,13.866326,5.533476,1.59319,2.511096,6.3543134,7.760351,67.0,36
471,-10.163731,15.201298,0.74961936,-0.71142054,9.056915,6.797477,0.0,36
472,2.2373476,5.1142917,8.361533,4.3561225,2.663094,0.26569587,90.0,36
473,2.2828674,5.662183,8.089777,5.612584,2.1142468,0.7512131,67.0,36
474,2.372089,5.127251,9.422273,4.682399,3.7386293,1.3281279,90.0,36
475,2.938156,5.0449686,8.39316,4.7578382,2.353667,0.95317256,60.0,36
476,13.985396,5.4509916,1.5210277,2.7998297,6.385183,8.15177,103.0,36
477,2.1635995,5.350441,8.318976,4.8797007,2.581227,0.5555494,81.0,36
478,1.9541374,5.3174343,8.994695,4.6030293,3.6478584,0.966782,90.0,36
479,2.156421,5.319977,9.175571,5.080917,3.1696243,1.226918,90.0,36
480,2.2262182,5.690163,8.330157,5.69633,2.1771905,0.88889873,53.0,36
481,2.4385214,5.077109,8.634287,4.3268743,3.3787303,0.55890715,90.0,36
482,13.615818,10.569864,1.5415992,3.1433427,4.676912,5.9528937,99.0,36
483,14.478191,10.296795,0.07449174,1.2305938,4.997342,5.7377725,90.0,37
484,13.76877,9.977132,-0.19144098,1.9253044,4.879327,5.769894,90.0,37
485,14.278467,9.509251,1.0955594,2.3130665,5.200079,6.664152,98.0,37
486,14.006163,10.390113,-0.40582636,1.4112343,4.8578625,5.8688636,90.0,37
487,13.89748,10.411764,1.681655,3.0684574,4.803795,6.3122144,104.0,37
488,13.978728,10.90986,0.431542,1.8739426,4.722288,5.446132,75.0,37
489,14.331202,10.25208,-0.67837375,0.6740528,4.9920583,6.2271023,90.0,37
490,13.280853,10.100696,0.19905348,2.6253107,4.7490864,5.7075515,92.0,37
491,13.365036,10.686615,0.82458574,2.8687758,4.6055384,5.529633,90.0,37
492,13.369935,10.96286,0.90910333,2.856051,4.466434,5.2754583,90.0,37
493,13.942446,10.751157,-0.027388485,1.7820731,4.6915317,5.437334,90.0,37
494,14.073408,10.616998,0.6160291,2.1385117,4.724845,5.257351,90.0,37
495,2.2562602,5.2094398,8.401183,4.348748,3.2319791,0.2673334,101.0,37
496,2.1080096,5.2467136,8.271944,4.6772904,2.3757982,0.3325595,90.0,37
497,13.5558815,8.11859,0.1944309,2.3064487,5.4678755,6.7840486,90.0,37
498,14.571213,7.625923,2.2710836,2.8171828,6.011877,9.33263,136.0,37
499,14.321089,7.024369,2.2289295,3.1677313,6.058204,8.933131,131.0,40
500,13.741836,9.418739,0.28281528,2.277151,5.160186,6.5535703,90.0,40
501,14.182356,7.817837,2.0909727,3.2989905,5.816179,8.084162,112.0,40
502,14.572385,7.143578,1.903352,3.388419,6.202795,9.871725,148.0,40
503,14.265998,8.104082,1.839825,2.8536546,5.648533,7.2801757,101.0,40
504,14.047436,6.9580426,0.25442111,1.529302,6.167979,7.1823354,90.0,40
505,13.701187,8.517879,-0.21557286,1.6768172,5.385382,6.895059,90.0,40
506,14.20959,5.7836556,1.9803222,3.0255353,6.410343,8.881622,125.0,40
507,14.339266,9.393136,0.7977095,1.8862057,5.325467,7.4979305,109.0,40
508,14.2383,7.502332,2.2537022,3.2842221,5.963112,8.188926,116.0,40
509,13.828709,5.7051463,0.80192316,2.1859572,6.4534454,7.7746153,90.0,40
510,13.909003,10.201852,-0.3444159,1.6107506,4.886144,5.9281406,90.0,40
511,14.189455,10.189228,1.7579802,2.8333445,4.908533,6.3361797,104.0,40
512,13.822751,8.663606,1.1958467,2.921196,5.397135,7.2926126,101.0,40
513,14.011061,9.294551,0.5679533,2.2046087,5.4708896,7.9044957,104.0,40
514,16.245544,5.2610407,-0.24263464,1.736591,6.282247,10.725047,104.0,41
515,14.280736,5.978093,2.0701175,3.080757,6.3896837,9.178572,133.0,41
516,14.205863,7.5108852,1.3807237,3.0281398,6.38074,10.363706,119.0,41
517,14.329128,7.8716073,0.5153189,3.1318898,6.2244387,10.113803,104.0,41
518,13.673743,9.216129,-0.24283503,1.8346499,5.3610334,7.180577,90.0,41
519,14.63762,7.0647655,1.6787355,3.4277172,6.2399583,10.076868,151.0,41
520,14.964294,7.6301546,0.44591781,3.7000477,6.047746,10.895808,126.0,41
521,14.691984,7.5325875,1.198482,3.517021,6.150165,10.551975,143.0,41
522,13.6622715,6.742787,1.197219,2.5136452,6.2536206,7.69507,94.0,41
523,14.455572,8.849892,0.17621095,0.8249187,5.7640414,7.5835037,99.0,41
524,14.8453,7.7063828,0.2065454,3.5847926,6.12913,10.859186,112.0,41
525,14.8440695,7.531878,0.8370217,3.6260343,6.1293154,10.715517,142.0,41
526,14.656353,7.5167184,1.4041768,3.4537282,6.134537,10.307544,136.0,41
527,15.067763,7.5200586,0.15480031,3.7687266,6.136956,11.147212,130.0,41
528,13.477349,7.036754,1.2816142,2.5722134,6.4546337,8.735453,101.0,41
529,14.051641,7.825291,1.5288773,2.7061102,6.202372,9.868379,116.0,42
530,14.090635,6.8080134,1.7579017,2.3253899,6.7089734,10.471781,123.0,42
531,13.954727,7.762601,1.6549115,2.3450177,6.3464217,8.999013,108.0,42
532,13.71926,8.356641,-0.16648021,1.3655492,6.106592,8.7951765,94.0,42
533,14.314193,7.604418,2.1309037,2.2735624,6.3414316,9.519967,121.0,42
534,14.284963,6.4940495,0.90435505,2.3917315,6.4980927,8.6315365,106.0,42
535,14.284636,7.311387,2.0731363,2.4610295,6.4738727,9.57204,120.0,42
536,13.953953,8.112163,0.6524159,2.1271904,6.004717,8.970942,106.0,42
537,13.836356,8.280301,-0.076339476,1.1693462,6.1574726,8.479827,90.0,42
538,14.139748,9.208418,0.18102674,1.5790799,5.6701035,7.4958,90.0,42
539,13.659198,8.029453,0.73950016,2.1918902,6.1669016,9.163227,104.0,42
540,13.87374,7.3911853,1.1652827,1.9223766,6.2524686,7.996851,98.0,42
541,13.694684,8.271973,0.4677335,1.7424045,6.1905456,9.36781,104.0,42
542,13.672621,8.056038,-0.032698806,1.3783296,6.1531935,8.374885,90.0,43
543,14.041944,6.0814962,0.26538804,1.8059316,7.34932,10.0812,99.0,43
544,14.082462,7.630209,0.8804748,2.3623126,6.6136546,10.205495,112.0,43
545,13.702005,8.41805,-0.004212511,1.6357669,6.2209024,9.101474,92.0,43
546,13.827737,8.3196335,0.6798934,1.5717474,6.3746896,9.2943945,101.0,43
547,13.552959,6.693554,0.5506386,2.1831255,7.034872,10.056857,104.0,43
548,14.165488,8.114624,0.89776313,2.8693793,6.1620884,10.499992,119.0,43
549,14.710937,5.7899814,0.57380813,2.200048,7.0700374,9.647128,110.0,43
550,13.68863,8.287904,0.63127923,2.0533211,6.102188,9.302996,104.0,43
551,13.565468,6.7917347,1.1757741,2.6145027,6.91646,10.375946,112.0,43
552,13.5523205,8.273648,0.4102338,1.8798113,6.1917906,9.240039,101.0,43
553,13.660387,8.9109955,-0.4913808,1.5937102,5.851786,8.759711,90.0,43
554,13.948235,5.7290225,1.1860993,2.4769323,6.982707,9.45404,108.0,43
555,13.759088,7.7794876,1.2126794,2.2223637,6.317381,9.244833,107.0,43
556,13.8555765,8.235277,0.5993519,1.5884013,6.366851,9.724071,105.0,43
557,13.635548,8.506223,0.13455585,2.0657523,6.307158,9.9161005,100.0,44
558,14.074061,8.412589,-0.19209927,1.5090475,6.0203667,8.20172,94.0,44
559,14.418538,6.3923845,0.77133584,2.5201447,6.839935,9.574848,111.0,44
560,14.222126,8.25364,1.115868,2.9652002,6.047879,9.941538,115.0,44
561,14.398642,5.491756,0.34727728,1.9028056,7.4852476,10.14601,105.0,44
562,15.077158,6.123464,0.4539432,2.439783,6.671664,9.1811075,111.0,44
563,15.341205,5.597176,0.21359722,2.272384,7.0276346,9.56276,114.0,44
564,14.5817795,5.9572153,1.4596202,2.7725825,6.9598656,11.001117,137.0,44
565,14.028222,6.9388666,1.4833002,2.2214222,6.809791,10.531318,118.0,44
566,13.261898,6.4042034,0.3589053,1.9603064,7.3257957,10.633878,99.0,44
567,14.905758,5.325627,0.049233723,1.9135344,7.4418654,10.099137,90.0,44
568,13.712276,8.14279,0.33971724,1.8870467,6.488834,10.1971245,104.0,44
569,13.55509,7.6845865,0.23727663,2.2599974,6.0414176,8.161101,90.0,44
570,13.351135,7.4864902,0.51231366,2.7148345,6.631383,10.349543,104.0,44
571,14.422909,5.9097295,1.2375858,2.3812385,7.22134,11.383447,126.0,44
572,14.458363,5.855477,0.9976768,2.6677089,7.267911,11.727414,128.0,44
573,13.803524,7.3719254,1.0468383,2.4939365,6.80695,10.651512,112.0,45
574,13.4988985,7.9891105,0.069822565,2.5980754,6.563471,10.968333,104.0,45
575,14.441567,6.13562,0.8329818,2.9258988,7.1171184,11.828241,126.0,45
576,13.65108,7.242364,0.7850497,3.085234,6.7027674,10.885486,112.0,45
577,13.408444,7.738892,-0.0019444833,2.523529,6.6902833,10.895555,104.0,45
578,14.007095,6.861052,1.3625792,2.8441362,6.823717,10.80076,119.0,45
579,13.955811,5.747974,0.6458871,2.5976665,7.4298477,10.691047,108.0,45
580,13.822708,7.7487082,-0.20082244,2.8587985,6.60641,11.693807,105.0,45
581,13.72453,7.000799,-0.17827259,2.3185747,7.1194663,10.574291,94.0,45
582,13.332656,7.392048,0.05140419,2.4377315,6.9356546,11.479024,102.0,45
583,13.971216,5.8761253,0.39241353,2.7180638,7.515094,11.106526,109.0,45
584,14.010678,6.7676373,0.4285168,2.244014,7.318571,11.39433,112.0,45
585,14.371292,7.708877,-0.543865,3.452859,6.42767,11.64886,106.0,45
586,14.345692,6.462296,0.12647608,2.5700643,7.282065,10.449566,104.0,45
587,14.549126,6.960338,0.122191146,3.270123,6.7252736,12.230516,126.0,45
588,14.120936,6.2698765,-0.41934243,2.2068315,7.4373,11.755978,96.0,46
589,13.744736,6.792658,-0.038083863,1.8242513,7.27918,11.376575,103.0,46
590,13.541275,5.9562697,0.13795961,2.5806003,7.530415,11.476194,104.0,46
591,14.037249,6.8180056,-0.16524586,3.0350466,7.0002327,12.321515,112.0,46
592,14.653568,6.466287,0.6717637,3.3528612,6.85359,11.898246,136.0,46
593,14.587626,5.1449404,-0.15132934,1.925333,7.738079,10.958542,102.0,46
594,14.145762,7.011717,1.3785806,2.8630455,6.6731606,11.226737,127.0,46
595,14.291208,7.3326063,0.26598495,3.1963823,6.5992866,12.065399,119.0,46
596,13.336057,5.915846,0.23786865,2.3406026,7.5916023,11.083107,101.0,46
597,14.027349,6.4531875,0.7212527,2.7661393,7.1110177,12.033581,124.0,46
598,14.027374,6.482323,1.0169618,2.4875336,7.106345,11.87191,123.0,46
599,14.619234,6.328414,0.99519265,2.9791234,6.914286,11.857195,152.0,46
600,16.10042,5.0159593,-0.27816072,2.0424643,6.4382396,10.620109,117.0,46
601,14.386719,6.6034346,-0.4988021,3.1091511,7.089553,12.040079,105.0,46
602,14.647301,7.10945,0.4397947,3.3646784,6.5540414,12.06236,136.0,46
603,14.525629,7.649827,-0.35660952,3.4482129,6.417837,11.926349,111.0,46
604,14.865457,7.7972555,-0.51131344,3.761213,6.1818404,11.918882,116.0,47
605,14.695694,7.9550886,-0.57443297,3.7101245,6.157597,11.5629835,101.0,47
606,14.185376,6.4772897,0.011876397,2.9017909,7.3269243,10.987786,104.0,47
607,14.499004,6.994281,0.54410243,3.3503258,6.6622167,11.854471,127.0,47
608,14.88513,6.4734793,0.051816482,3.4123101,6.9203486,11.746435,123.0,47
609,14.686318,5.9524713,-0.20963672,2.5763514,7.5420628,11.370699,112.0,47
610,14.8684635,5.909392,0.09282189,2.9348457,7.2562428,10.938558,112.0,47
611,14.18085,6.8896,-0.20882909,3.3420556,6.896693,12.212192,112.0,47
612,14.305469,7.09693,-0.5047234,3.3782465,6.84827,11.757438,105.0,47
613,14.122805,7.8638043,-0.26745456,3.1430328,6.4320793,11.710551,108.0,47
614,14.679557,6.604913,-0.59436136,3.3395605,6.9920826,11.843686,104.0,47
615,14.735756,6.9617066,-0.3132189,3.556097,6.6839533,12.077378,118.0,47
616,15.029128,6.3006697,0.18315387,3.3783147,6.9236813,11.712997,130.0,47
617,14.611178,6.2885413,0.461047,3.2205381,7.0511837,11.901657,126.0,47
618,13.671723,5.4655294,0.51837724,2.194509,7.456645,10.283227,98.0,47
619,13.421344,7.341278,-0.04626412,1.6436296,6.969253,10.801831,99.0,48
620,13.734525,7.1259127,0.06175677,2.6253612,6.9777317,11.947886,108.0,48
621,13.715838,6.9763117,0.2125776,1.9259375,7.138439,11.462474,108.0,48
622,14.02525,6.2429953,0.24990247,1.483769,7.3878703,10.7554,108.0,48
623,13.933966,5.332961,0.27950713,1.9995058,7.7384653,11.205382,105.0,48
624,13.640445,7.296077,0.7767739,2.1425042,6.9496927,11.513707,112.0,48
625,14.240634,6.046762,1.1070997,2.6456494,7.227214,11.705744,126.0,48
626,14.827355,5.1434007,-0.02122547,1.9252354,7.631792,10.620403,104.0,48
627,13.97956,6.715319,1.081492,2.1521077,7.0280833,11.747982,124.0,48
628,13.667302,6.233585,0.7953987,2.2282975,7.3784537,11.7602215,116.0,48
629,15.7630825,5.3859315,-0.066669725,2.0892358,6.4492536,11.122197,130.0,48
630,15.967331,5.1443143,-0.19539914,1.9993857,6.457363,10.870118,150.0,48
631,14.386162,5.4043803,0.7045779,1.9650633,7.5954876,11.268194,118.0,48
632,13.779833,7.2718916,0.60412234,2.5784352,6.8604956,11.899422,115.0,48
633,13.599333,6.409586,0.44930384,1.5884851,7.246602,10.275021,104.0,48
634,3.0150383,5.1677904,7.821888,4.5007043,2.3176725,0.54985774,69.0,48
635,16.10795,5.4948545,-0.16705611,1.9722914,5.997481,10.412567,90.0,49
636,2.353599,5.5161753,7.924151,5.076159,2.2013655,0.56093854,70.0,49
637,2.160081,5.215703,8.812274,4.6326036,3.4178398,0.7231544,90.0,49
638,14.050676,10.844978,1.0675154,2.3546152,4.660896,5.2836003,90.0,49
639,2.2327528,5.251846,8.170774,4.5315847,2.862802,0.3480885,90.0,49
640,14.3761635,9.692109,-0.20181595,1.1658455,5.174952,5.9674172,81.0,49
641,14.076863,8.363314,1.3598218,2.6731,5.503101,7.069784,102.0,49
642,13.371384,10.695116,0.26700747,2.5099788,4.582742,5.4022393,90.0,49
643,2.094596,5.6088405,8.554663,5.3694487,2.7126622,0.9862489,63.0,49
644,14.714925,8.635101,0.86389977,1.2813755,5.7023034,6.7486362,90.0,49
645,2.5407412,5.1574636,8.668665,4.1123753,3.7004495,0.627559,111.0,49
646,14.031623,10.750041,0.7466667,2.181638,4.665516,5.213011,90.0,49
647,2.4653637,4.9271755,8.7257595,4.4553833,2.7250495,0.7141118,90.0,49
648,2.3758948,5.0725293,8.429755,4.09089,3.4469457,0.097892664,104.0,49
649,2.0290754,5.1578884,9.156203,4.91694,3.3414958,0.9016847,90.0,49
650,2.1279047,5.4245687,8.9747715,5.5371385,2.4577155,1.2430942,59.0,49
651,2.222835,5.219972,9.159428,4.8028173,3.6446116,1.2004536,90.0,50
652,14.446297,7.5456314,2.3986578,3.1654084,5.9490666,8.2728,126.0,50
653,2.6755652,4.8862433,8.61499,4.2931943,2.986124,0.66395515,112.0,50
654,2.5220284,5.5091286,7.933603,5.4682765,1.9266794,0.58960634,71.0,50
655,2.0004961,5.465226,8.896032,5.112198,3.1601915,1.0845413,90.0,50
656,2.4039736,5.654244,7.8751183,5.177415,2.3661685,0.71319926,56.0,50
657,2.0137296,5.2161417,8.684519,4.771607,2.6610255,0.69585305,90.0,50
658,2.1721914,5.1883693,9.273793,5.271706,2.7474566,1.2666274,78.0,50
659,2.2454007,5.2147117,9.237546,4.825687,3.5074048,1.2116828,90.0,50
660,2.4474766,5.29685,9.212383,4.439401,3.7518082,1.1706132,90.0,50
661,13.973142,5.5013566,1.7292994,2.7572737,6.364774,8.02117,90.0,50
662,2.0367172,5.2597065,9.258822,5.281671,2.7879755,1.323866,78.0,50
663,-10.329912,15.367469,0.58344084,-0.877599,9.223087,6.9636536,0.0,50
664,-10.221167,15.2591,0.6916101,-0.76942647,9.114911,6.8554373,0.0,50
665,2.4244106,5.016072,9.190343,4.949193,2.697754,1.1886798,75.0,50
666,13.838007,10.891322,1.428413,2.6742573,4.592166,5.2460713,90.0,50
667,14.180904,10.629154,0.91350156,2.076472,4.7526603,5.4215403,90.0,51
668,2.285776,5.049069,9.296856,4.639485,3.7024646,1.0845714,90.0,51
669,14.550151,9.194086,1.6670014,2.4271984,5.3306136,7.0167184,104.0,51
670,14.159968,10.902946,0.7941884,2.0147023,4.663558,5.352581,90.0,51
671,13.408764,11.040046,1.4765078,3.1485775,4.4677634,5.3830853,90.0,51
672,1.9645615,5.1779194,8.395685,4.5162463,3.0263116,0.4181949,90.0,51
