,Image_Name,Area_avg,Area_max,Area_std,Aspect_ratio_avg,Roundness_avg,Roundness_std,Max angle,Uniqueness_avg,Uniqueness_std,Pore counts,RDF025,pc1,pc2,pc3,pore%,Sample,Power,Speed,Energy_Density,Normalized_Enthalpy,mu,sigma,skewness,kurtosis,Simulation temperature skeweness,Simulation length,Simulation width,Simulation depth,Simulation ratio
191,18_2_3,111.47,373.031,88.656,1.277,0.86,0.061,115.0,0.783,0.242,44.0,57.75,-0.1044720221452954,-0.000940113099379,-0.0012531982216565,0.19222222222222,18,100.0,750.0,63.49206349,6.500355523,814.3493301715599,23.677209894843777,-0.3735347505021416,0.905819800494862,1.4983740678099535,0.0002512269,0.0001131318599999,5.44747e-05,2.2206556137236677
190,18_2_2,107.287,250.99,73.172,1.298,0.849,0.081,90.0,0.784,0.28,27.0,51.6,-0.3008096233496242,-0.0011428385635397,0.0002729409194405,0.11527777777776999,18,100.0,750.0,63.49206349,6.500355523,814.3493301715599,23.677209894843777,-0.3735347505021416,0.905819800494862,1.4983740678099535,0.0002512269,0.0001131318599999,5.44747e-05,2.2206556137236677
189,18_2_1,95.383,280.924,69.201,1.203,0.874,0.04,90.0,0.761,0.196,26.0,68.025,-0.3280172366746745,-0.0006493316509453,7.610602219654226e-05,0.10444444444444,18,100.0,750.0,63.49206349,6.500355523,814.3493301715599,23.677209894843777,-0.3735347505021416,0.905819800494862,1.4983740678099535,0.0002512269,0.0001131318599999,5.44747e-05,2.2206556137236677
188,18_1_4,122.277,345.399,79.826,1.22,0.87,0.071,118.0,0.82,0.227,39.0,71.475,-0.1516831883596422,-0.0012341238833688,-0.001097076851375,0.17388888888888002,18,100.0,750.0,63.49206349,6.500355523,814.3493301715599,23.677209894843777,-0.3735347505021416,0.905819800494862,1.4983740678099535,0.0002512269,0.0001131318599999,5.44747e-05,2.2206556137236677
187,18_1_3,104.104,276.319,64.314,1.274,0.863,0.056,90.0,0.802,0.203,38.0,72.45,-0.22376132064062,-0.000892640039556,-0.00030167477702,0.14527777777777,18,100.0,750.0,63.49206349,6.500355523,814.3493301715599,23.677209894843777,-0.3735347505021416,0.905819800494862,1.4983740678099535,0.0002512269,0.0001131318599999,5.44747e-05,2.2206556137236677
186,18_1_1,93.362,377.636,77.258,1.263,0.86,0.057,90.0,0.797,0.199,33.0,67.725,-0.2846037950849053,-0.0009450574841576,-0.000130964889668,0.12166666666666001,18,100.0,750.0,63.49206349,6.500355523,814.3493301715599,23.677209894843777,-0.3735347505021416,0.905819800494862,1.4983740678099535,0.0002512269,0.0001131318599999,5.44747e-05,2.2206556137236677
215,19_4_3,101.845,439.808,84.783,1.316,0.864,0.085,94.0,0.822,0.19,48.0,58.175,-0.1057277994565865,-0.0016856697303055,-0.0006598832446253,0.19194444444444,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
214,19_4_2,126.308,306.254,70.784,1.304,0.865,0.062,90.0,0.883,0.196,34.0,73.55,-0.1886831544517138,-0.0008705315376334,-0.0007847433204179,0.15916666666666,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
216,19_4_4,107.346,276.319,66.031,1.254,0.879,0.044,90.0,0.82,0.198,55.0,63.95,-0.0108394055163992,-0.0029482075033213,-0.000922402057556,0.22916666666666,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
212,19_3_4,87.693,221.055,56.707,1.217,0.862,0.062,122.0,0.76,0.236,60.0,57.55,-0.0560926357675051,-0.0038189145709728,-0.0003918592261945,0.21111111111111,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
211,19_3_3,117.216,363.82,80.622,1.221,0.874,0.068,129.0,0.805,0.212,63.0,68.825,0.1348836963786976,-0.0011924368877746,-0.0024934689232145,0.28638888888888,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
210,19_3_2,138.51,527.309,112.355,1.339,0.839,0.096,90.0,0.823,0.236,46.0,68.85,0.0036411006651435,0.0018204750148807,-0.001142618794169,0.23555555555555002,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
209,19_3_1,150.461,409.873,102.552,1.446,0.834,0.087,106.0,0.88,0.206,38.0,61.675,-0.0782930286464051,0.00180836123317,-0.0011498194126092,0.20305555555555,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
208,19_2_4,95.4,340.793,70.278,1.204,0.876,0.049,104.0,0.759,0.216,86.0,63.45,0.2158411908738597,-0.0040771035538752,-0.0014952294661665,0.31833333333333,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
213,19_4_1,85.311,280.924,63.768,1.24,0.863,0.064,106.0,0.737,0.236,41.0,72.0,-0.2433837266490462,-0.0021407486244779,4.722018967024368e-05,0.13749999999999998,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
206,19_2_2,106.642,382.241,77.615,1.295,0.863,0.081,125.0,0.786,0.188,48.0,67.15,-0.1066083044437569,-0.001074772372068,-0.0003033509696008,0.19166666666666,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
205,19_2_1,150.476,794.417,131.576,1.324,0.859,0.096,90.0,0.843,0.243,43.0,58.175,-0.0131419110351041,0.001627722107813,-0.002230919670707,0.22888888888888,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
204,19_1_4,89.177,596.388,81.732,1.187,0.865,0.062,108.0,0.726,0.253,125.0,64.55,0.5271261923299199,-0.0051483807516876,0.000120503476524,0.44277777777777,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
203,19_1_3,98.188,320.069,69.164,1.216,0.87,0.056,104.0,0.786,0.206,78.0,64.7,0.1732906388808908,-0.0036063046220327,-0.0017313577596344,0.30138888888888,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
202,19_1_2,120.348,704.613,114.737,1.307,0.85,0.08,104.0,0.81,0.228,68.0,63.3,0.1639927818940633,0.0017907503639758,-0.0011905478685977,0.29861111111111,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
201,19_1_1,120.084,891.129,140.288,1.239,0.863,0.091,99.0,0.803,0.221,40.0,37.45,-0.1507909850513715,0.0010073429199228,-0.0006129613527404,0.17444444444444002,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
207,19_2_3,122.885,462.834,99.998,1.234,0.861,0.089,142.0,0.797,0.254,60.0,67.7,0.1075837621392764,0.0003225938474031,-0.0020939685371366,0.27611111111111003,19,100.0,800.0,59.52380952,6.293942171,818.7642099142317,23.756459090565578,-0.3781633633914348,0.8899857158166542,1.4830247712205125,0.0002336832,0.00010510699,5.6384e-05,2.223288860236603
232,20_4_4,123.384,550.335,104.68,1.288,0.858,0.086,106.0,0.813,0.229,84.0,71.2,0.3521245690246382,-0.0014142531773581,-0.0031883455999496,0.37277777777777,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
231,20_4_3,145.672,1158.237,178.873,1.289,0.86,0.089,93.0,0.819,0.223,80.0,67.85,0.4796652774616786,0.0077821091681398,-0.0005982341496411,0.42500000000000004,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
230,20_4_2,153.339,1047.709,174.781,1.325,0.848,0.094,129.0,0.83,0.256,76.0,63.55,0.4693638794028349,0.0085631506881244,-0.0025232626195697,0.42083333333333,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
229,20_4_1,148.447,1063.828,157.529,1.336,0.84,0.099,96.0,0.832,0.244,62.0,62.45,0.2601955346885863,0.0049351431837065,-0.0023820823415566,0.33666666666666,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
228,20_3_4,142.537,1268.765,133.728,1.28,0.868,0.065,108.0,0.865,0.194,111.0,69.3,0.8591914840757362,0.0040060291640241,-0.0039528014568994,0.57444444444444,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
227,20_3_3,108.095,522.703,87.083,1.283,0.865,0.063,119.0,0.817,0.202,71.0,69.3,0.2198744041719213,-0.0018759178103535,-0.0027400054919131,0.32027777777777,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
226,20_3_2,141.383,895.734,137.71,1.286,0.869,0.077,102.0,0.851,0.208,80.0,62.45,0.4830742206274063,0.0059773280236814,-0.0035614501841766,0.42472222222222,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
225,20_3_1,145.198,612.507,112.637,1.281,0.868,0.063,102.0,0.853,0.217,53.0,70.95,0.1641080366833801,0.0014385597243257,-0.0032712684492943,0.29833333333333,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
223,20_2_3,147.623,1600.347,185.807,1.363,0.857,0.113,108.0,0.827,0.218,82.0,70.425,0.5423055498518115,0.0051485542284277,-0.004539844834456,0.44861111111110996,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
222,20_2_2,128.299,398.36,91.126,1.314,0.851,0.076,97.0,0.829,0.262,85.0,66.45,0.428843837154005,2.6875170792466778e-05,-0.0035281528174396,0.40249999999999997,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
221,20_2_1,131.082,582.572,112.952,1.293,0.866,0.078,104.0,0.822,0.21,68.0,63.025,0.2650547545263647,0.0013948960313608,-0.0028582372610466,0.33861111111111003,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
220,20_1_4,126.883,1533.57,184.581,1.224,0.877,0.073,98.0,0.826,0.181,68.0,62.5,0.2055915516049915,0.0030209376284353,-0.0009067108792767,0.31527777777777,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
219,20_1_3,135.384,428.294,96.733,1.28,0.858,0.061,101.0,0.826,0.223,73.0,65.0,0.3200039857945884,0.0002657542919525,-0.0035196068101882,0.35972222222222,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
218,20_1_2,141.704,792.114,132.524,1.425,0.837,0.1,97.0,0.826,0.245,76.0,54.85,0.4505217975795061,0.0047419005198155,-0.0031838807789368,0.41194444444443995,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
217,20_1_1,128.949,485.861,109.706,1.322,0.858,0.084,112.0,0.826,0.227,92.0,71.725,0.521489805406277,0.0016016050765943,-0.0027368626910606,0.44027777777777,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
224,20_2_4,136.447,1075.341,144.418,1.354,0.846,0.104,116.0,0.832,0.23,78.0,57.275,0.3810412308144602,0.0041166258808727,-0.0022367353586917,0.385,20,100.0,850.0,56.02240896,6.106020794,818.0637913613544,23.73316794827185,-0.3762210169172845,0.8869243253480685,1.4101865827096478,0.0002375593,0.00011062909,4.9598350000000006e-05,2.1473493093001133
240,21_3_1,106.674,419.084,77.039,1.251,0.871,0.065,116.0,0.817,0.216,95.0,69.975,0.3716876404935212,-0.002563432763204,-0.001834525026579,0.38,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
245,21_4_2,104.051,345.399,79.829,1.271,0.861,0.072,123.0,0.774,0.25,96.0,65.625,0.3689833178269061,-0.0032270611572052,-0.0027060809865636,0.37861111111111,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
246,21_4_3,129.101,658.56,114.01,1.364,0.847,0.091,104.0,0.839,0.225,106.0,65.45,0.6779638110430257,0.0024113632688189,-0.0030118032269111,0.50305555555555,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
243,21_3_4,133.602,561.849,117.567,1.324,0.839,0.095,101.0,0.85,0.239,97.0,67.025,0.6219535288581555,0.0023497148661205,-0.0035858884201622,0.47944444444444,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
242,21_3_3,148.415,2505.292,262.661,1.275,0.866,0.057,103.0,0.816,0.223,97.0,70.5,0.6859518603379571,0.0118870413440763,0.0015116235287057,0.50972222222222,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
241,21_3_2,142.495,541.125,116.42,1.431,0.834,0.099,107.0,0.854,0.231,111.0,66.425,0.8339458672568718,0.006147637937846,-0.0032589865962599,0.56444444444444,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
239,21_2_4,130.536,580.27,115.31,1.303,0.851,0.087,108.0,0.815,0.231,103.0,72.9,0.6719357634190055,0.0036453284997602,-0.0024196389033397,0.5,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
244,21_4_1,124.665,589.48,112.841,1.327,0.865,0.078,114.0,0.813,0.217,86.0,67.125,0.3869403927044079,-0.000339722139209,-0.0031507555022594,0.38666666666666,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
237,21_2_1,142.566,1234.225,140.963,1.372,0.848,0.08,116.0,0.858,0.218,116.0,60.95,0.9362479230539004,0.0051455666356465,-0.0035569231426655,0.60444444444444,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
236,21_1_4,128.681,1809.889,204.87,1.374,0.842,0.08,139.0,0.81,0.242,86.0,66.8,0.4441327198356596,0.0088402776254683,-0.0001810248940713,0.41194444444443995,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
235,21_1_3,102.578,930.274,111.974,1.232,0.871,0.056,104.0,0.787,0.209,84.0,70.75,0.2108077519307935,-0.0010228229589681,-0.0015985116379757,0.31666666666666,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
234,21_1_2,119.182,483.558,90.605,1.337,0.853,0.081,106.0,0.814,0.221,91.0,61.55,0.4498976195428105,-0.0027464168393441,-0.0030121185662731,0.41111111111111,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
233,21_1_1,129.189,1001.656,132.332,1.292,0.853,0.074,98.0,0.797,0.248,96.0,69.0,0.5849011427364883,0.0041040871902263,-0.0030980434626593,0.46527777777777,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
238,21_2_3,119.194,513.493,106.562,1.318,0.855,0.075,118.0,0.814,0.228,93.0,63.65,0.423268728685183,0.0012702735024155,-0.0027361573766026,0.40055555555555,21,100.0,900.0,52.91005291,5.933985586,817.5164064052818,23.741871301965663,-0.3728809487150826,0.8836173208542952,1.487220062015305,0.0002382612,0.00010510101,5.102107e-05,2.266973457248413
262,22_4_4,122.563,925.669,131.33,1.375,0.842,0.086,122.0,0.804,0.245,97.0,69.525,0.5268791034370005,0.0023904375017185,-0.0031041125397987,0.44222222222221996,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
261,22_4_3,113.556,458.229,96.562,1.313,0.845,0.082,105.0,0.802,0.242,111.0,68.5,0.6049712641860411,0.0026215641772387,-0.0017054359832402,0.47277777777776997,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
259,22_4_1,100.235,306.254,70.002,1.298,0.857,0.073,98.0,0.812,0.216,117.0,60.75,0.5359377514196235,-0.0053193068602372,-0.0018889120694585,0.445,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
258,22_3_4,120.388,416.781,99.795,1.299,0.852,0.075,112.0,0.797,0.244,78.0,67.05,0.2730254322428365,-2.2227166514231137e-05,-0.002795000888921,0.34055555555555,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
257,22_3_3,104.887,439.808,79.769,1.315,0.852,0.074,116.0,0.802,0.23,109.0,66.85,0.5300233542483678,-0.0045951117605696,-0.0023940093307414,0.44305555555555,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
256,22_3_2,184.234,3311.222,373.442,1.377,0.839,0.11,102.0,0.862,0.213,109.0,63.55,1.1358242334626167,0.0171854496086504,0.0092094461003429,0.7025,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
255,22_3_1,104.795,474.348,95.974,1.31,0.853,0.07,108.0,0.819,0.217,94.0,51.625,0.3383760363455643,-0.0020690412451215,-0.0022876581088493,0.36666666666666,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
254,22_2_4,125.835,1766.139,203.358,1.284,0.854,0.086,116.0,0.797,0.234,88.0,69.975,0.4225431450849448,0.0061169889613613,-0.0007264898412394,0.40277777777776996,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
260,22_4_2,123.344,856.589,132.803,1.311,0.855,0.075,113.0,0.812,0.243,106.0,65.95,0.6266377501698704,0.0035054305343633,-0.0030565351982889,0.48222222222222,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
252,22_2_2,115.246,435.202,88.356,1.379,0.848,0.092,102.0,0.811,0.225,102.0,58.1,0.5200641201562667,-0.0003129379278089,-0.0024097137166023,0.43916666666666004,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
251,22_2_1,98.906,402.965,82.765,1.302,0.854,0.088,105.0,0.777,0.242,106.0,66.8,0.4635379584836051,-0.00350217355558,-0.0018314390868252,0.4175,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
250,22_1_4,154.305,1234.225,171.148,1.348,0.849,0.095,97.0,0.857,0.218,87.0,66.775,0.5827999695706599,0.0089893910841964,-0.0008500941101227,0.46638888888887997,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
249,22_1_3,17735.88,1652315.998,169498.305,1.3,0.855,0.072,90.0,0.82,0.214,94.0,71.4,0.7159329769624668,0.0192765813635667,0.0017051353065555,0.52083333333333,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
248,22_1_2,140.204,778.298,134.39,1.301,0.844,0.073,99.0,0.805,0.262,107.0,70.375,0.8013145639219149,0.0076729881004144,-0.0044618810872367,0.55138888888888,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
247,22_1_1,132.816,640.139,132.856,1.339,0.839,0.091,135.0,0.796,0.264,106.0,66.725,0.7163387197080567,0.0073890497966223,-0.0035379144454144,0.51861111111111,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
253,22_2_3,168.374,2933.586,315.064,1.328,0.841,0.084,101.0,0.818,0.25,107.0,65.55,1.0329293722879749,0.0198713423275396,0.0033337877306119,0.65222222222222,22,100.0,950.0,50.12531328,5.775717449,816.7964419318425,23.75080930858967,-0.3756123845160678,0.8888476029882417,1.407804114811186,0.000242239,9.245785e-05,4.527219e-05,2.619993867475829
278,23_4_4,89.205,515.795,78.53,1.236,0.852,0.072,104.0,0.757,0.239,100.0,61.7,0.3122840951606722,-0.0038626493939705,-0.0014020858217708,0.35638888888888,23,100.0,1000.0,47.61904762,5.629473017,816.4722963600948,23.73472072292482,-0.3729592600982944,0.8850353267732491,1.4336440966251889,0.000257999,0.00010042814,4.632171e-05,2.5689911214127834
277,23_4_3,102.025,536.519,91.913,1.29,0.863,0.075,104.0,0.795,0.198,104.0,71.35,0.4138873807984954,-0.0022276218251152,-0.0012755394754489,0.39638888888887996,23,100.0,1000.0,47.61904762,5.629473017,816.4722963600948,23.73472072292482,-0.3729592600982944,0.8850353267732491,1.4336440966251889,0.000257999,0.00010042814,4.632171e-05,2.5689911214127834
276,23_4_2,117.351,683.889,113.293,1.38,0.84,0.093,129.0,0.784,0.226,109.0,66.95,0.6046987342668946,0.0040736501270601,-0.0012388457711124,0.47416666666665996,23,100.0,1000.0,47.61904762,5.629473017,816.4722963600948,23.73472072292482,-0.3729592600982944,0.8850353267732491,1.4336440966251889,0.000257999,0.00010042814,4.632171e-05,2.5689911214127834
275,23_4_1,90.973,741.456,85.725,1.3,0.855,0.072,104.0,0.771,0.214,126.0,71.25,0.6147835993684568,-0.0060395939996404,-0.0011256236452794,0.47666666666665997,23,100.0,1000.0,47.61904762,5.629473017,816.4722963600948,23.73472072292482,-0.3729592600982944,0.8850353267732491,1.4336440966251889,0.000257999,0.00010042814,4.632171e-05,2.5689911214127834
274,23_3_4,139.679,1149.026,160.736,1.384,0.841,0.106,115.0,0.829,0.215,97.0,66.75,0.6490211275224147,0.0080866518335362,-0.0012316222427116,0.49138888888888,23,100.0,1000.0,47.61904762,5.629473017,816.4722963600948,23.73472072292482,-0.3729592600982944,0.8850353267732491,1.4336440966251889,0.000257999,0.00010042814,4.632171e-05,2.5689911214127834
273,23_3_3,122.712,775.996,130.613,1.295,0.854,0.079,112.0,0.805,0.213,103.0,63.225,0.5896860892624348,0.0040937726023852,-0.0030166266959757,0.4675,23,100.0,1000.0,47.61904762,5.629473017,816.4722963600948,23.73472072292482,-0.3729592600982944,0.8850353267732491,1.4336440966251889,0.000257999,0.00010042814,4.632171e-05,2.5689911214127834
