,Image_Name,Area_avg,Area_max,Area_std,Aspect_ratio_avg,Roundness_avg,Roundness_std,Max angle,Uniqueness_avg,Uniqueness_std,Pore counts,RDF025,pc1,pc2,pc3,pore%,Sample,Power,Speed,Energy_Density,Normalized_Enthalpy,mu,sigma,skewness,kurtosis,Simulation temperature skeweness,Simulation length,Simulation width,Simulation depth,Simulation ratio
10,4_4_1,82.961,310.859,72.815,1.194,0.869,0.061,96.0,0.734,0.239,35.0,45.65,-0.2920266398315541,-0.0022917070267207,0.0005352151630368,0.11888888888888,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
1,4_1_1,66.993,449.018,79.834,1.192,0.856,0.053,101.0,0.68,0.251,32.0,53.9,-0.378852651343544,-0.0014511757259256,0.0010064308323524,0.08472222222221999,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
2,4_1_2,44.134,85.198,30.415,1.131,0.85,0.063,90.0,0.687,0.284,6.0,600.0,-0.5619658648687593,-0.0002688798810671,0.0011956593229032,0.01277777777777,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
3,4_2_1,55.264,283.227,70.037,1.264,0.826,0.076,104.0,0.619,0.281,32.0,36.5,-0.3977044743603198,-0.0008064433271381,0.0013753324390881,0.0775,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
4,4_2_2,104.175,693.1,154.974,1.336,0.823,0.113,104.0,0.746,0.274,29.0,36.375,-0.3163649470164603,0.0008046773987382,0.0019999136557611,0.11027777777777,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
5,4_2_3,77.907,246.384,67.568,1.217,0.854,0.064,98.0,0.736,0.282,18.0,51.35,-0.4514181486967603,-0.0004858107754003,0.0009719736392675,0.05611111111111,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
6,4_3_1,50.576,198.029,47.116,1.17,0.857,0.062,90.0,0.679,0.224,28.0,41.025,-0.4399517106109912,-0.001274696592899,0.0011679755956833,0.06055555555555,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
7,4_3_2,67.106,225.66,58.886,1.112,0.858,0.061,118.0,0.643,0.244,14.0,34.45,-0.4995960571598508,-0.0006138417797462,0.0009820420475861,0.037222222222220006,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
8,4_3_3,64.244,181.91,53.046,1.124,0.849,0.045,90.0,0.673,0.225,10.0,28.75,-0.5238096433464481,-0.0003798101180338,0.0012096987167812,0.027777777777769998,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
9,4_3_4,58.613,156.581,47.102,1.107,0.876,0.054,90.0,0.621,0.186,11.0,42.7,-0.5286974741559605,-0.0003554817178863,0.0012246951622789,0.02583333333333,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
11,4_4_2,81.744,269.411,67.945,1.235,0.854,0.059,104.0,0.747,0.214,14.0,83.8,-0.4661260798876455,-0.0008332695223526,0.0008625860883758,0.050277777777770004,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
12,4_4_3,56.991,181.91,49.307,1.165,0.864,0.051,104.0,0.691,0.249,12.0,28.375,-0.5186776424875416,-0.0005554411902604,0.0010839463028132,0.02972222222222,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
13,4_4_4,57.055,198.029,47.808,1.135,0.871,0.045,90.0,0.627,0.18,18.0,85.2,-0.4795134896222251,-0.0010756811970425,0.0010284516514344,0.045,4,120.0,650.0,87.91208791,8.379002298,816.4836070937766,23.726929793107256,-0.3713037527104054,0.8891416148458937,1.543050346230067,0.0002685391,0.0001097682599999,7.029309e-05,2.4464184819910604
24,5_3_4,176.025,458.229,119.283,1.197,0.89,0.059,90.0,0.849,0.206,18.0,15.225,-0.3214611416064479,0.0031258589856215,0.0017853885493685,0.10861111111110999,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
25,5_4_1,62.172,92.106,22.166,1.15,0.882,0.031,75.0,0.67,0.107,3.0,600.0,-0.5555826260837248,-0.0002767674318802,0.0011352045358799,0.01527777777777,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
26,5_4_2,88.443,419.084,89.148,1.095,0.879,0.044,90.0,0.755,0.205,22.0,45.425,-0.4108915539652839,5.806543353059977e-05,0.0006916537394812,0.07222222222222,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
18,5_2_2,82.187,227.963,72.521,1.093,0.885,0.053,90.0,0.716,0.265,13.0,83.725,-0.4867881450259568,-0.0005246477368356,0.0008213182960476,0.042222222222219996,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
28,5_4_4,153.291,373.031,107.349,1.114,0.895,0.034,90.0,0.843,0.169,7.0,107.825,-0.4947512248411469,0.0004708245370488,0.0005098201298951,0.03916666666666,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
23,5_3_3,157.016,557.243,142.366,1.178,0.875,0.048,90.0,0.856,0.245,37.0,41.325,-0.0760971225523855,0.0028160846188507,-0.0001199211192654,0.20638888888888002,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
27,5_4_3,123.925,216.45,50.979,1.094,0.906,0.018,70.0,0.876,0.142,11.0,39.975,-0.4624522918272526,-0.0001870052524094,0.0008901266469465,0.05194444444444,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
22,5_3_2,114.406,338.491,82.237,1.139,0.887,0.049,90.0,0.787,0.249,38.0,40.85,-0.1925589747143078,0.0005070314507953,0.0012796834247278,0.15916666666666,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
15,5_1_2,78.619,292.438,71.968,1.215,0.851,0.052,90.0,0.697,0.257,14.0,83.575,-0.489551488845006,-0.000702052483776,0.0010208595140393,0.04111111111111,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
20,5_2_4,172.412,803.628,133.73,1.224,0.868,0.071,90.0,0.901,0.214,48.0,39.7,0.1660558590339517,0.0084629609015435,0.0037349826316599,0.30416666666666003,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
19,5_2_3,111.679,200.331,57.332,1.072,0.901,0.013,67.0,0.886,0.266,6.0,89.6,-0.50089296388776,-9.600675064046685e-05,0.0010760343413542,0.03694444444444,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
17,5_2_1,116.284,373.031,100.494,1.186,0.886,0.056,98.0,0.795,0.203,24.0,22.5,-0.3406765520572388,0.0007010038374962,0.0010737647592479,0.1,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
16,5_1_3,147.893,499.677,108.995,1.223,0.877,0.063,90.0,0.842,0.22,44.0,39.45,-0.0060456273908876,0.0077518121217796,0.0030520673174684,0.23500000000000001,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
14,5_1_1,54.112,232.568,71.029,1.081,0.834,0.052,90.0,0.575,0.314,8.0,91.1,-0.5463793812151251,-0.0001785904228901,0.001065934020013,0.01888888888888,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
21,5_3_1,96.637,343.096,87.24,1.148,0.866,0.056,90.0,0.712,0.257,31.0,53.85,-0.2950355415553105,0.0001750719794222,0.0005332130817652,0.11777777777777,5,120.0,700.0,81.63265306,8.074208646,816.0891320967842,23.757771860251392,-0.3792954246024513,0.8938405966356817,1.545629071749256,0.0002836524999999,0.00010794968,6.802309e-05,2.6276363209228597
39,6_3_3,64.265,241.779,55.233,1.116,0.872,0.056,90.0,0.606,0.211,22.0,79.225,-0.4476971632882215,-0.0012755536614119,0.0009355282587474,0.057499999999999996,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
40,6_3_4,173.686,257.898,52.463,1.166,0.894,0.027,71.0,0.98,0.088,7.0,600.0,-0.4826120500504732,0.0002124151120575,0.0004415862737885,0.04388888888888,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
41,6_4_1,88.507,472.045,86.868,1.247,0.863,0.078,119.0,0.742,0.228,87.0,52.55,0.1598397087807947,-0.0026800486811836,0.0001282522416143,0.29666666666666003,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
33,6_2_1,108.129,237.174,67.64,1.147,0.875,0.04,90.0,0.796,0.181,24.0,52.675,-0.3431775580614906,-0.0007389822175167,0.0004627281669091,0.09861111111111,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
43,6_4_3,78.027,460.532,81.628,1.14,0.868,0.082,104.0,0.738,0.224,35.0,48.8,-0.3204465764327171,-0.0009238391344087,0.0011611989532344,0.10777777777776999,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
44,6_4_4,66.448,225.66,51.19,1.095,0.857,0.063,90.0,0.664,0.254,21.0,66.5,-0.4405041645453105,-0.0011861378910539,0.0009072496194055,0.06027777777777,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
38,6_3_2,90.955,354.609,87.427,1.166,0.884,0.043,90.0,0.767,0.23,20.0,94.825,-0.4139905384191821,-0.0005199460431356,0.0004442674036095,0.07083333333333,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
42,6_4_2,98.356,495.071,86.991,1.236,0.882,0.047,104.0,0.819,0.198,42.0,53.4,-0.1955337325368447,-0.0007994054354237,3.79212325624159e-05,0.15666666666666,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
37,6_3_1,98.842,414.478,89.818,1.239,0.868,0.071,104.0,0.802,0.223,40.0,50.05,-0.2162930804355538,-0.0009808616004029,0.0002002841296525,0.14861111111111,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
31,6_1_3,61.185,290.135,68.073,1.242,0.856,0.085,90.0,0.665,0.256,21.0,33.5,-0.4627499801773828,-0.0005202220187348,0.000847453289239,0.05166666666666,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
35,6_2_3,63.662,147.37,42.882,1.156,0.87,0.046,90.0,0.722,0.238,17.0,61.05,-0.4838017924295493,-0.001038602684112,0.0010299822894944,0.04333333333333,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
34,6_2_2,116.434,600.994,122.614,1.181,0.862,0.062,94.0,0.8,0.246,23.0,49.55,-0.3414311844184292,0.0006524535502422,0.0003894714182893,0.09944444444444,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
32,6_1_4,79.86,274.016,71.542,1.158,0.87,0.049,90.0,0.759,0.22,22.0,56.3,-0.4217352645715683,-0.0006315187783485,0.0007775557527514,0.06777777777777,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
30,6_1_2,64.968,230.266,54.838,1.231,0.867,0.054,98.0,0.677,0.23,28.0,65.1,-0.4085729935619285,-0.0014366686116338,0.000806888418921,0.07277777777777,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
29,6_1_1,90.306,347.701,77.484,1.268,0.853,0.07,104.0,0.781,0.25,55.0,60.6,-0.1246888546191297,-0.0016682543432326,0.0010536942341352,0.18527777777777,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
36,6_2_4,176.647,665.468,210.452,1.281,0.864,0.027,90.0,0.815,0.257,7.0,600.0,-0.4825054928127867,0.0019927257924231,0.0004934550960896,0.044166666666660005,6,120.0,750.0,76.19047619,7.800426628,815.8072102805764,23.72657522052733,-0.3787032077252412,0.8952697396861842,1.5826119197341812,0.0002794441,0.00011057663,6.297445e-05,2.5271533415333782
60,7_4_4,111.661,317.767,73.815,1.266,0.866,0.066,108.0,0.824,0.221,65.0,53.45,0.0808937948646702,-0.0025502625499524,0.0031090231414325,0.26888888888888,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
59,7_4_3,109.096,451.321,98.794,1.181,0.88,0.048,90.0,0.783,0.218,37.0,53.275,-0.2261419892088254,-0.000334329696458,-0.00039439967122,0.14472222222222,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
58,7_4_2,78.019,225.66,57.903,1.103,0.879,0.045,90.0,0.717,0.248,17.0,64.225,-0.4370725451815287,-0.0008292085460978,0.0005989555893907,0.06166666666666001,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
57,7_4_1,77.331,170.397,42.14,1.181,0.884,0.049,90.0,0.75,0.218,12.0,74.1,-0.5058610697608855,-0.0007860698952762,0.0010235905531254,0.03472222222222,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
56,7_3_4,134.956,430.597,109.769,1.211,0.871,0.058,98.0,0.787,0.248,69.0,35.075,0.2373980326354936,0.001068536776532,0.007899912321699,0.33805555555555,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
55,7_3_3,76.095,340.793,64.262,1.198,0.87,0.049,90.0,0.703,0.197,43.0,70.6,-0.266676979171453,-0.0019740057372422,0.0011627876880916,0.12888888888888,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
54,7_3_2,125.645,568.757,122.336,1.172,0.881,0.059,90.0,0.786,0.221,23.0,36.15,-0.3234654953042634,8.38566769363446e-05,0.000133035008605,0.10694444444444,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
53,7_3_1,111.909,575.664,140.501,1.19,0.853,0.084,90.0,0.756,0.24,15.0,83.45,-0.4283576636447056,0.0006428415642433,0.0003318492189455,0.06527777777777,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
50,7_2_2,121.518,412.176,87.172,1.171,0.86,0.07,94.0,0.765,0.234,22.0,66.125,-0.2988442764581171,0.0008063060945265,0.0006605765332811,0.11666666666666,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
51,7_2_3,94.13,499.677,97.959,1.173,0.865,0.066,99.0,0.716,0.237,33.0,74.25,-0.299124491507735,-0.0006608095920656,0.0001193333820174,0.11583333333333001,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
49,7_2_1,74.782,326.977,73.66,1.171,0.87,0.066,90.0,0.702,0.216,21.0,24.975,-0.4322341062630703,-0.0009957384631743,0.0013106727222452,0.06388888888888,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
48,7_1_4,90.571,276.319,72.199,1.133,0.887,0.038,90.0,0.764,0.16,18.0,54.25,-0.4375040369840964,-0.0002831258643808,0.0007230846131378,0.06166666666666001,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
47,7_1_3,146.828,280.924,70.299,1.132,0.883,0.064,77.0,0.884,0.18,17.0,68.425,-0.3706140220981845,-0.0001733440621818,4.753011714608394e-05,0.08777777777777,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
46,7_1_2,106.055,472.045,92.961,1.169,0.868,0.058,98.0,0.745,0.237,52.0,72.85,-0.0864886877634184,-0.000758901874448,-8.717831807235728e-05,0.2,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
45,7_1_1,74.261,241.779,55.502,1.135,0.864,0.055,90.0,0.718,0.247,28.0,48.35,-0.3747527950715147,-0.0014865425445888,0.0005824133648699,0.08611111111111,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
52,7_2_4,113.291,554.941,99.885,1.214,0.878,0.05,90.0,0.822,0.199,40.0,47.35,-0.1461041325323681,0.0013902813665519,0.001557515051437,0.17750000000000002,7,120.0,800.0,71.42857143,7.552730606,818.7742210279176,23.77118232610286,-0.3721217883834921,0.8799091165386028,1.5896895564922628,0.0002718877,0.00010627895,6.290552e-05,2.558246012027781
73,8_4_1,138.159,274.016,72.439,1.13,0.892,0.046,95.0,0.835,0.182,12.0,87.225,-0.4073754027577393,-1.4798265688454435e-06,2.3608389101811814e-05,0.07333333333332999,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
71,8_3_3,89.741,320.069,65.732,1.175,0.88,0.049,90.0,0.743,0.208,37.0,60.875,-0.2566296191100649,-0.0014437338637683,0.0001884171337303,0.1325,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
74,8_4_2,105.922,741.456,136.526,1.192,0.873,0.063,108.0,0.778,0.192,28.0,53.25,-0.3135774397504305,0.0006970135581778,0.0003018516961611,0.11027777777777,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
72,8_3_4,86.598,324.675,62.982,1.182,0.871,0.056,98.0,0.716,0.23,102.0,71.15,0.2624216519169454,-0.0056662545393005,-0.0002454067171693,0.33722222222222,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
76,8_4_4,114.936,428.294,106.603,1.197,0.87,0.063,90.0,0.732,0.263,35.0,56.35,-0.219547221280061,0.0001602613295471,-0.000559955719141,0.14722222222222,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
69,8_3_1,182.278,559.546,153.46,1.373,0.851,0.118,100.0,0.893,0.213,25.0,52.4,-0.2006883718783104,0.0041980683981144,-0.0011330113512803,0.155,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
75,8_4_3,90.955,361.517,75.246,1.117,0.883,0.038,90.0,0.751,0.239,40.0,55.9,-0.2350517365486496,-0.0019708207585816,-0.0001595585427293,0.14111111111111,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
68,8_2_4,78.444,278.622,59.671,1.209,0.869,0.075,90.0,0.731,0.204,45.0,68.0,-0.2116483446370445,-0.0028123029160238,0.0004180617475314,0.15027777777777,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
70,8_3_2,113.324,306.254,80.42,1.235,0.855,0.064,90.0,0.736,0.254,28.0,69.625,-0.294550841857484,-9.868185369468604e-05,0.000146034479363,0.11777777777777,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
66,8_2_2,152.871,898.037,188.123,1.253,0.875,0.088,90.0,0.825,0.197,18.0,36.775,-0.3254462633471074,0.0024334451000358,-8.326370870359835e-05,0.10638888888888001,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
67,8_2_3,121.44,449.018,105.576,1.17,0.878,0.042,102.0,0.77,0.241,23.0,82.65,-0.2686421787096937,0.0013529645228646,-0.0004577137569244,0.12805555555555,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
65,8_2_1,111.218,370.728,96.509,1.161,0.872,0.044,90.0,0.778,0.236,20.0,50.55,-0.3834691524704411,0.0001090967939912,-4.784282939751635e-06,0.08277777777777,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
64,8_1_4,101.588,216.45,59.082,1.255,0.872,0.072,90.0,0.816,0.196,17.0,82.75,-0.4306152326800317,-0.0007648187936982,0.0004873815628493,0.06416666666666,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
63,8_1_3,142.765,483.558,102.234,1.278,0.873,0.074,90.0,0.849,0.19,20.0,66.925,-0.3255930268700164,0.0001564860778708,-0.0003028467913489,0.10555555555554999,8,120.0,850.0,67.22689076,7.327224953,818.3954274361444,23.74956240305566,-0.3725422785735394,0.8873533293363183,1.6094852680569791,0.0002972415,0.0001011021299999,5.489353e-05,2.940012243065503
